setting_1,setting_2,setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,engine_id,cycle,rul
11.500477692071751,0.28846446345258886,95.34716102692505,612.3624661504708,1514.2687610700425,1324.562277382742,389.25447257103116,2332.86699760326,8811.291108827856,46.06004648764919,368.7900441152282,2413.7392585247585,8188.708965568298,8.740148191451114,372.5445855526037,28.24697379566544,16.978417018320293,machine-1-engine-1,1,17
11.479085497490344,0.28961591062379977,95.2128411908675,613.5112895522049,1524.04114164157,1326.778255541409,388.463211158452,2343.92022306523,8864.444539722654,46.23384923750277,367.92865924822087,2420.123930850238,8227.987570150837,8.764834152306163,373.2503344763317,28.13175411161224,16.901541316036294,machine-1-engine-1,2,16
11.51910618442248,0.2915259092663026,95.35691240681902,613.8443427459513,1522.0483038366892,1324.6905735117418,389.6309916905632,2340.2061880211727,8847.525193743986,46.20157053272391,367.8165147620885,2415.080246262036,8213.416565899997,8.745459723921469,372.6735347459425,28.16104599939331,16.97883080685576,machine-1-engine-1,3,15
11.532474431887843,0.29050408797941113,95.282348379616,609.8264955081687,1507.0480666072924,1317.635087345098,391.9533587263252,2330.1065902328846,8804.37687821649,45.925572220416555,370.23344198571755,2408.2802678146786,8152.337169504998,8.68516811836778,371.07306907677713,28.341738806891396,17.048803006760696,machine-1-engine-1,4,14
11.51008581746226,0.29068627049764406,95.2136637798795,605.4041420032717,1499.961247875763,1308.0069489498446,395.31408373248985,2316.6486362912633,8780.502869280304,45.44681230463512,371.1251791543768,2387.936121830276,8134.65194071987,8.636193025334745,368.99025638325065,28.54062006857454,17.182491991987977,machine-1-engine-1,5,13
11.508405947499016,0.29103054820439195,95.5360036115569,602.37986926473,1493.4798561927025,1306.3280752638432,395.98389030822426,2314.585469467194,8762.92834427436,45.21077881221721,372.8313054403545,2380.6425742574347,8086.73390289522,8.57186469747178,367.35586305479166,28.7179301367783,17.208428983043703,machine-1-engine-1,6,12
11.559370798312239,0.29261505385306397,95.59874141434244,602.4591654261974,1498.3261641843003,1305.8142642359267,395.850547746686,2311.7966415951296,8755.52260579073,45.35229469425912,373.25666817668576,2385.499772891641,8119.793478315596,8.595621100665449,367.6306654290234,28.631847446441228,17.21547264287128,machine-1-engine-1,7,11
11.564720187103438,0.28857128095686685,95.31450987428086,606.7824732759003,1503.2845879298588,1315.062939481635,392.91315083730854,2331.6277505041803,8803.485297368277,45.66234333608101,369.71057585319016,2392.9148561366515,8146.147655253289,8.64747953723291,369.89076935079896,28.523062129679513,17.096426978863175,machine-1-engine-1,8,10
11.587757040070327,0.2903596921170994,95.26862046620639,612.8973392624716,1519.9226663557747,1328.0390323910276,387.6740996644378,2343.0514083717344,8819.61464767887,45.93904074440777,368.23664922060084,2412.3996287966906,8199.122970910243,8.726630292266002,372.2068480780205,28.179365092345556,16.994193378321427,machine-1-engine-1,9,9
11.627289241755008,0.293527588313239,95.50118675979091,616.4424274046609,1527.2015185868313,1334.6528661119426,386.69579937639946,2356.7121735589153,8858.787531793207,46.3618494616157,367.2790957224576,2426.7010564371376,8270.941795452247,8.781633850438732,374.4634491571188,28.089876801984023,16.883636545049345,machine-1-engine-1,10,8
11.653890518335626,0.29918276112299996,95.56780328632371,619.6228759116251,1535.6929760413152,1335.4857608071334,385.43337985952746,2357.268705106622,8893.218479139374,46.83671674575691,365.3009074136783,2439.832003472005,8276.966351610023,8.85580116970773,375.3974306451234,27.928386072174526,16.809716151586098,machine-1-engine-1,11,7
11.710572550728243,0.2954717111753071,95.6660196614471,616.731342603258,1526.2346168964693,1336.0542973654206,385.0537163063514,2355.0816874495213,8867.913448160774,46.6362632622873,366.9710126742134,2429.295521907442,8260.618192940297,8.800959845087961,374.3550129441721,28.01438730714375,16.879233950764206,machine-1-engine-1,12,6
11.693039949557114,0.2937824606206362,95.60796927330016,611.7261558896593,1520.2238922167983,1323.9159364617965,389.5793435559321,2341.234815055186,8837.139494065383,46.25173585581199,368.74870838079994,2419.2245358312293,8208.216816350092,8.74548257665082,373.3148324189115,28.157208184914154,16.93873810547651,machine-1-engine-1,13,5
11.709360527898081,0.2901440739645009,95.66451353697764,610.4550688977071,1513.1582879658683,1317.682170893125,390.9623966756848,2336.0106666887045,8851.075029358844,46.035654093129025,369.8326969711329,2406.7308262249708,8164.200337844395,8.695104101997384,371.55370437576573,28.271648687842134,17.067614623148646,machine-1-engine-1,14,4
11.81411648581145,0.29438584148424174,95.70688253295438,608.6631365230716,1510.3071715018903,1317.2455392744644,391.4154299982751,2327.222926932716,8791.194930627003,46.010489841142395,370.2986695290829,2401.922002743344,8202.364516666428,8.736213516901504,370.46944233726515,28.365687896043816,17.049165568837612,machine-1-engine-1,15,3
11.797469351586043,0.2959865674946469,95.82962717107598,613.5870811695004,1519.4814993530842,1323.4622018925563,389.4466419323051,2337.058557604902,8831.963387407211,46.09435295547999,368.1632662313825,2414.164748248741,8212.823146261528,8.752280203409828,372.4755682179597,28.201989035831428,16.992057269476167,machine-1-engine-1,16,2
11.842511516130696,0.2991574003950687,95.81493945770357,618.3900907956807,1535.7802779533217,1336.826726007196,385.5381838613224,2354.439398445048,8861.937534253457,46.66329262411237,365.9334783768329,2436.389878985507,8234.66735735405,8.826827717780164,374.84756976768176,28.0340273743369,16.88969829004919,machine-1-engine-1,17,1
11.863781930078174,0.29970831694587025,95.7849971150713,624.0811246202459,1542.5800687070284,1343.2071977629978,381.24133365519856,2362.9885097161787,8916.828874877732,47.05663880821278,363.68307629493233,2451.559933927134,8285.612060877127,8.894934084467934,377.8134750908963,27.81654499024118,16.735225308139814,machine-1-engine-1,18,0
11.532307766696972,0.2951177846298864,94.82867871115977,613.7526180376285,1521.5504964840568,1324.1417733544372,389.50466149795966,2336.590990347551,8854.031324570522,46.1707296540362,367.9124108848883,2415.4945727093987,8228.749156828171,8.760448784014345,372.57651369308417,28.215187680467242,16.989243078774756,machine-1-engine-2,1,18
11.572496631457035,0.2916213291120682,95.13902140378897,616.3241295405907,1523.9503145820906,1328.3093327785796,386.5385218548205,2347.285300620365,8835.15945901182,46.3798901276519,368.39286939705187,2426.7488319185554,8245.672823333925,8.778456199443315,373.5251962047508,28.190348597547995,16.917840767101506,machine-1-engine-2,2,17
11.586095253937893,0.29357535227982623,94.85604511264899,611.8219496474655,1514.7790960197487,1320.7330196430853,389.23831698787154,2343.866416327136,8842.760209318447,46.103084551094774,368.7183484927489,2420.0547324673494,8196.53611070973,8.7238919356132,373.27698058674287,28.20291191249919,16.977065894029955,machine-1-engine-2,3,16
11.602312040684216,0.2964283431990077,94.93701778273562,607.7403048826287,1504.4934490334565,1315.567685581796,393.04067259510873,2322.440917283477,8806.12972512821,45.55155567559361,370.40029941798207,2398.0600424712593,8171.9036314562645,8.64625468486297,369.8419070896825,28.460235963351494,17.106692305045524,machine-1-engine-2,4,15
11.598060094455512,0.29289323130697753,94.948645982696,602.9952454453297,1499.8355748036124,1303.6120869942372,396.23289267681054,2315.9935191971117,8755.483296388242,45.329694377075604,372.7422426154135,2377.3705006868854,8120.826656981419,8.554810597270098,367.89169048307576,28.560303525362738,17.216788872978174,machine-1-engine-2,5,14
11.624103729357152,0.295254150168417,94.84917394949407,600.9548337115959,1497.2826567109648,1302.8429829985898,398.5502907969775,2312.252188464039,8769.232782664943,45.10093990060548,373.98391418493145,2374.2059210255325,8106.990488992498,8.573119709051715,367.8442952720241,28.81409278741823,17.250600236577004,machine-1-engine-2,6,13
11.64335453663269,0.29251977333479734,94.80589331553743,606.2158996909072,1504.1497393020811,1310.7307203213654,394.67107394268453,2326.471924435118,8770.478454968768,45.47577908480681,370.22030319965415,2392.3017486275276,8131.746508124053,8.608668752415651,369.4364489707043,28.53951361466605,17.1685391126125,machine-1-engine-2,7,12
11.635771347651739,0.29901054985466113,94.85219868698643,611.209769802396,1516.4232049134298,1319.6245579044542,390.6734193272562,2336.590097861015,8827.56392570082,45.98691972321823,368.10056976164117,2404.748421671863,8203.109146954486,8.71730838753518,372.26825578173526,28.16787140953908,17.01586652064745,machine-1-engine-2,8,11
11.61489200706261,0.29673641246888155,95.16129970431899,617.9479977664616,1530.123867429316,1331.2669120643325,386.115376523384,2354.50345826268,8857.437616985388,46.3856561969973,365.98548721510804,2437.500448000531,8236.21621953654,8.803320950404423,373.38794472565024,28.053937836189476,16.915217197907126,machine-1-engine-2,9,10
11.636569459496533,0.29704772470415564,94.79923985557129,618.817806110596,1529.0428878026994,1336.1300931333199,385.7751309082958,2363.3205735936344,8857.162021082455,46.77996750534743,366.2898990131904,2429.3374540897626,8241.369005519216,8.824177362905544,375.0207001943402,27.954719560720477,16.86464141931788,machine-1-engine-2,10,9
11.704075742654542,0.29915455615584946,95.23371031488314,616.0807624547255,1528.9497762757503,1327.0009552622735,385.2676057978309,2357.7438736622216,8849.441095143711,46.502828967258964,366.3781864334232,2428.9816640822582,8250.908263298623,8.789594460702698,373.95587959963234,28.02252646571326,16.895727182576078,machine-1-engine-2,11,8
11.771521031321459,0.2924290293322536,95.11700408958055,612.0450552050248,1512.2108774043052,1320.117255936954,389.415890568611,2343.826223835594,8831.558926493974,45.96791700933088,368.41495230697126,2413.932496554278,8172.820895029175,8.71873250477828,370.9621837885514,28.302666808792488,17.024246835286814,machine-1-engine-2,12,7
11.724529955055072,0.3029764373894182,95.20578180036877,608.3919381636767,1508.9081226282115,1317.6509058972172,393.22460787531685,2328.0273460040726,8790.64850034251,45.79049366382884,370.3815189331717,2399.849660478761,8163.396917110129,8.651829016344898,370.70573795876294,28.48078959218528,17.093994401339224,machine-1-engine-2,13,6
11.754601706102992,0.30318820358713994,95.28295500089162,610.8678281604881,1504.7155335324817,1320.828351245094,391.24905025332583,2332.9873275383725,8837.602744622573,45.695625358467524,369.6762232661985,2408.6509571456522,8180.193338323921,8.681684691036834,371.2759908147813,28.396468064694634,17.082152118967866,machine-1-engine-2,14,5
11.820667987184324,0.30200854509869257,95.42420998097158,617.2292720041366,1524.747963115089,1324.363023356017,387.6119871442053,2343.3665628830086,8846.096748022965,46.28473383546125,368.18195553024276,2420.6984358179143,8215.518308984983,8.766545800769627,373.10267951852114,28.14130570806792,16.906087029627894,machine-1-engine-2,15,4
11.844932568951458,0.3017539996323816,95.25996300610454,623.7528809921492,1541.6787358586876,1337.0156664591007,383.2497601106859,2369.4209990259264,8917.010423241289,46.85088285180049,364.6888014945453,2442.387868824935,8283.67774932625,8.844445456298166,376.67967907514833,27.862800018830505,16.830658611772776,machine-1-engine-2,16,3
11.851392682366635,0.3037548778824076,95.45034368322294,626.8323922725604,1546.6709471920103,1347.7133578812222,380.7384266192318,2379.4365876762577,8931.909878879556,47.1826930741844,362.8118917454989,2454.3749243868783,8346.985148613792,8.914785694300667,378.9087136847298,27.620599154850243,16.714230954288777,machine-1-engine-2,17,2
11.89465254176413,0.3061975605387918,95.35759289659052,626.468816243196,1549.2796797723809,1346.2138475397858,380.26174812116636,2374.6701556956923,8931.289403572166,47.242198958020715,363.5904808728932,2459.197934993286,8345.20554823438,8.916949614564142,377.243648884023,27.61697975624986,16.751495566508492,machine-1-engine-2,18,1
